species	sporulation_score
Arthrobacter_sp_60073	0.151515151515152
Arthrobacter_sp_60219	0.151515151515152
Arthrobacter_sp_60556	0.151515151515152
Arthrobacter_sp_60718	0.151515151515152
Arthrobacter_sp_60721	0.166666666666667
Arthrobacter_sp_61087	0.121212121212121
Arthrobacter_sp_61134	0.166666666666667
Arthrobacter_sp_61638	0.166666666666667
Arthrobacter_sp_61644	0.151515151515152
Arthrobacter_sp_61919	0.166666666666667
Arthrobacter_sp_62120	0.151515151515152
Arthromitus_sp_53052	0.53030303030303
Arthromitus_sp_58417	0.53030303030303
Arthrospira_maxima_53544	0.166666666666667
Arthrospira_platensis_62151	0.166666666666667
Asaia_astilbis_59700	0.136363636363636
Asaia_platycodi_39834	0.136363636363636
Asaia_platycodi_59713	0.166666666666667
Asaia_prunellae_59702	0.136363636363636
Asticcacaulis_benevestitus_58712	0.181818181818182
Asticcacaulis_biprosthecum_62188	0.181818181818182
Asticcacaulis_excentricus_61843	0.196969696969697
Asticcacaulis_sp_59925	0.196969696969697
Asticcacaulis_sp_59926	0.151515151515152
Asticcacaulis_sp_59927	0.166666666666667
Asticcacaulis_sp_59928	0.181818181818182
Atelocyanobacterium_thalassa_33710	0.0606060606060606
Atelocyanobacterium_thalassa_60813	0.0606060606060606
Atopobacter_phocae_60140	0.212121212121212
Atopobium_fossor_58713	0.166666666666667
Atopobium_minutum_50290	0.181818181818182
Atopobium_parvulum_59960	0.166666666666667
Atopobium_parvulum_61692	0.166666666666667
Atopobium_rimae_61781	0.181818181818182
Atopobium_sp_59401	0.166666666666667
Atopobium_sp_59453	0.166666666666667
Atopobium_sp_60098	0.166666666666667
Atopobium_sp_62583	0.166666666666667
Atopobium_vaginae_48504	0.151515151515152
Atopobium_vaginae_62370	0.151515151515152
Atopococcus_tabaci_58714	0.242424242424242
Aurantimonas_coralicida_58715	0.181818181818182
Aurantimonas_manganoxydans_61124	0.196969696969697
Aureimonas_altamirensis_61350	0.166666666666667
Aureimonas_ureilytica_58716	0.181818181818182
Aureispira_sp_60079	0.136363636363636
Austwickia_chelonae_59387	0.196969696969697
Avibacterium_paragallinarum_58029	0.166666666666667
Azoarcus_sp_61951	0.181818181818182
Azoarcus_sp_62237	0.181818181818182
Azoarcus_toluclasticus_59811	0.181818181818182
Azobacteroides_pseudotrichonymphae_61675	0.0606060606060606
Azohydromonas_australica_58717	0.181818181818182
Azonexus_hydrophilus_58718	0.151515151515152
Azorhizobium_caulinodans_61510	0.181818181818182
Azorhizobium_doebereinerae_58394	0.181818181818182
